OrderID,CustomerID,ProductCategory,OrderValue,OrderDate,Region,PaymentMethod
2497,C1520,Apparel,48408.28,2024-11-11,North,COD
2498,C0735,Home & Kitchen,8658.35,2024-11-03,East,Net Banking
2499,C0541,Electronics,16001.41,2024-11-07,West,Credit Card
2500,C1067,Electronics,15799.83,2024-09-17,West,Debit Card
2501,C1477,Books,14288.69,2024-10-04,Central,Debit Card
2502,C2118,Home & Kitchen,21900.61,2024-09-22,East,Wallet
2503,C2013,Toys,47511.52,2024-11-11,West,UPI
2504,C0774,Apparel,2916.44,2024-09-24,North,Net Banking
2505,C1066,Apparel,35355.95,2024-10-26,North,Net Banking
2506,C0168,Books,17953.7,2024-11-30,Central,Net Banking
2507,C1875,Books,5801.05,2024-09-19,North,Debit Card
2508,C0384,Apparel,43434.02,2024-09-24,South,Wallet
2509,C2084,Toys,13784.02,2024-11-24,Central,Credit Card
2510,C2391,Electronics,26394.57,2024-11-13,South,Net Banking
2511,C0315,Apparel,38458.02,2024-11-26,North,Debit Card
2512,C0107,Home & Kitchen,34128.35,2024-11-27,North,Net Banking
2513,C1531,Beauty,46470.59,2024-09-14,East,Credit Card
2514,C0119,Electronics,23118.61,2024-11-30,West,Net Banking
2515,C2574,Home & Kitchen,29790.37,2024-09-01,East,UPI
2516,C2688,Beauty,47553.62,2024-10-12,Central,Credit Card
2517,C0866,Toys,2623.38,2024-11-22,East,Debit Card
2518,C0228,Sports,3721.06,2024-11-17,West,UPI
2519,C1634,Home & Kitchen,9063.94,2024-10-22,North,UPI
2520,C0853,Apparel,19546.44,2024-10-22,East,Wallet
2521,C2680,Apparel,6204.98,2024-11-02,West,Wallet
2522,C1271,Sports,30253.98,2024-10-16,North,Debit Card
2523,C2100,Apparel,24582.23,2024-10-20,West,Debit Card
2524,C2307,Beauty,21267.91,2024-10-25,East,COD
2525,C0764,Books,31607.18,2024-09-12,North,COD
2526,C1400,Books,33885.71,2024-11-22,South,Net Banking
2527,C2160,Sports,32430.82,2024-09-11,East,Net Banking
2528,C1792,Electronics,45377.94,2024-11-01,East,Credit Card
2529,C0524,Sports,45163.6,2024-10-02,Central,Net Banking
2530,C1211,Beauty,2575.87,2024-09-10,North,COD
2531,C0441,Beauty,21359.69,2024-09-13,West,Wallet
2532,C2951,Beauty,40677.67,2024-10-16,East,COD
2533,C0335,Toys,25270.54,2024-09-15,West,Credit Card
2534,C0747,Toys,19768.28,2024-09-11,West,Wallet
2535,C1220,Home & Kitchen,29441.98,2024-10-29,West,COD
2536,C1086,Home & Kitchen,48341.64,2024-09-24,South,Credit Card
2537,C0321,Sports,49111.87,2024-10-04,North,Net Banking
2538,C2189,Electronics,490.18,2024-09-15,North,Credit Card
2539,C2687,Books,23115.12,2024-10-22,Central,Wallet
2540,C1994,Home & Kitchen,31000.27,2024-11-18,East,Wallet
2541,C2760,Sports,33819.09,2024-10-09,North,Credit Card
2542,C0554,Electronics,9700.94,2024-09-03,South,UPI
2543,C0858,Books,32500.44,2024-11-23,South,Net Banking
2544,C2565,Toys,39541.57,2024-09-25,North,Debit Card
2545,C1899,Apparel,23803.66,2024-09-03,North,Credit Card
2546,C0625,Sports,35188.39,2024-11-02,West,UPI
2547,C1842,Beauty,12281.96,2024-10-08,Central,Net Banking
2548,C0209,Home & Kitchen,591.14,2024-11-20,West,Net Banking
2549,C2031,Sports,29016.33,2024-11-10,East,UPI
2550,C1997,Books,24406.83,2024-11-15,Central,Wallet
2551,C1999,Apparel,35770.66,2024-11-07,North,Net Banking
2552,C2361,Home & Kitchen,27751.13,2024-10-05,West,Net Banking
2553,C0479,Books,31209.3,2024-11-22,East,Net Banking
2554,C2858,Books,1235.18,2024-10-07,South,Net Banking
2555,C1409,Books,11757.74,2024-09-29,Central,Wallet
2556,C1390,Beauty,42701,2024-11-24,West,Credit Card
2557,C1202,Sports,35625.98,2024-10-24,East,Net Banking
2558,C0664,Beauty,10517.99,2024-11-28,North,Wallet
2559,C1978,Apparel,8828.9,2024-09-21,Central,Net Banking
2560,C0414,Toys,20915.02,2024-11-03,East,Credit Card
2561,C0858,Beauty,2542.06,2024-09-03,East,Debit Card
2562,C1463,Sports,8097.55,2024-11-04,North,UPI
2563,C1384,Books,5874.67,2024-09-30,North,COD
2564,C0918,Books,13038.54,2024-10-14,East,UPI
2565,C2282,Home & Kitchen,44835.62,2024-11-28,Central,COD
2566,C2743,Electronics,35377.96,2024-10-27,West,UPI
2567,C0434,Toys,30605.51,2024-09-14,Central,UPI
2568,C2078,Electronics,8517.91,2024-09-16,South,Debit Card
2569,C0644,Sports,14746.72,2024-10-27,Central,Net Banking
2570,C0407,Apparel,32424.23,2024-10-13,South,UPI
2571,C0827,Books,48486.91,2024-09-01,South,Net Banking
2572,C1399,Home & Kitchen,25349.13,2024-09-11,East,Debit Card
2573,C2930,Toys,20866.43,2024-11-20,South,Credit Card
2574,C2170,Books,39402.34,2024-09-18,West,Net Banking
2575,C1677,Books,47600.66,2024-11-06,East,UPI
2576,C1813,Apparel,38552.56,2024-11-06,North,UPI
2577,C1386,Home & Kitchen,20201.21,2024-09-22,West,UPI
2578,C1611,Toys,2046.27,2024-11-22,South,COD
2579,C0237,Sports,49005.34,2024-11-24,Central,Debit Card
2580,C1718,Books,44310.99,2024-11-29,Central,Debit Card
2581,C2956,Sports,15821.02,2024-10-15,North,Debit Card
2582,C2162,Beauty,46037.44,2024-11-29,West,Net Banking
2583,C2638,Apparel,44400.47,2024-11-19,Central,Wallet
2584,C1812,Sports,17392.48,2024-11-23,West,Credit Card
2585,C1236,Electronics,2040.11,2024-10-13,West,Wallet
2586,C2945,Sports,44016.81,2024-11-06,Central,Debit Card
2587,C0876,Electronics,25680.25,2024-10-10,Central,Debit Card
2588,C2604,Apparel,1365.4,2024-11-09,Central,Debit Card
2589,C0989,Toys,38752.06,2024-10-25,Central,UPI
2590,C2999,Electronics,42109.86,2024-10-04,Central,Debit Card
2591,C0508,Electronics,37875.69,2024-09-16,West,Debit Card
2592,C2345,Sports,458.63,2024-10-14,South,Wallet
2593,C2383,Beauty,35788.43,2024-11-20,Central,COD
2594,C0958,Home & Kitchen,15099.24,2024-11-25,Central,Wallet
2595,C0574,Sports,19006.75,2024-10-02,North,Debit Card
2596,C2116,Beauty,9788.25,2024-10-17,West,UPI
2597,C0601,Sports,21398.47,2024-10-23,North,UPI
2598,C0255,Books,44446.76,2024-10-31,South,Net Banking
2599,C0320,Home & Kitchen,33904.76,2024-10-22,Central,COD
2600,C2126,Toys,19859.17,2024-10-04,Central,Net Banking
2601,C2607,Books,49825.29,2024-11-28,West,Wallet
2602,C1708,Toys,8308.57,2024-11-04,South,Net Banking
2603,C2913,Books,6642.38,2024-11-30,Central,COD
2604,C0484,Sports,10788.6,2024-10-31,North,Wallet
2605,C0643,Beauty,18591.74,2024-09-16,Central,Net Banking
2606,C0452,Electronics,18604.38,2024-10-08,North,COD
2607,C0628,Electronics,18698.07,2024-10-18,East,Debit Card
2608,C1991,Electronics,39600.94,2024-09-19,Central,Net Banking
2609,C0200,Home & Kitchen,44474.05,2024-09-28,South,Wallet
2610,C2003,Electronics,6290.93,2024-10-15,North,UPI
2611,C1711,Books,28737.34,2024-11-12,West,Debit Card
2612,C1546,Books,41755.11,2024-11-17,South,Credit Card
2613,C2068,Sports,23153.62,2024-10-28,West,Credit Card
2614,C2982,Home & Kitchen,4646.89,2024-11-19,Central,Net Banking
2615,C1587,Apparel,45031.17,2024-10-14,Central,UPI
2616,C2747,Books,36847.46,2024-11-22,North,Credit Card
2617,C2897,Electronics,28684.34,2024-11-30,East,COD
2618,C2643,Electronics,32265.93,2024-09-11,South,COD
2619,C2220,Beauty,37928.24,2024-11-12,Central,Credit Card
2620,C1950,Beauty,44862.84,2024-09-16,Central,Credit Card
2621,C0078,Home & Kitchen,39379.5,2024-10-02,Central,Net Banking
2622,C0347,Toys,26769.48,2024-10-12,West,COD
2623,C0185,Books,43125.32,2024-09-03,East,Net Banking
2624,C0740,Books,1397.04,2024-11-07,East,Net Banking
2625,C1054,Electronics,5908.3,2024-09-13,Central,Credit Card
2626,C1169,Apparel,9295.91,2024-09-12,South,Debit Card
2627,C1669,Sports,8624.71,2024-11-18,East,Credit Card
2628,C0112,Sports,3112.39,2024-10-20,North,Debit Card
2629,C0584,Books,44670.95,2024-10-04,West,UPI
2630,C0213,Apparel,12132.22,2024-11-16,Central,Credit Card
2631,C2020,Beauty,37668.02,2024-10-20,North,Debit Card
2632,C0249,Home & Kitchen,23347.21,2024-10-23,North,Net Banking
2633,C0119,Books,31749.36,2024-09-03,East,COD
2634,C2401,Sports,5254.17,2024-11-11,South,Debit Card
2635,C2328,Books,22408.92,2024-11-21,Central,Credit Card
2636,C0584,Home & Kitchen,27112.9,2024-09-22,South,COD
2637,C1736,Beauty,22695.75,2024-09-01,West,COD
2638,C1185,Sports,48608.67,2024-09-01,North,Net Banking
2639,C1120,Beauty,12693.27,2024-11-27,West,Debit Card
2640,C2590,Apparel,29339.93,2024-11-05,East,UPI
2641,C0662,Sports,26796.65,2024-09-09,East,UPI
2642,C1620,Sports,6323.25,2024-09-18,Central,Debit Card
2643,C1770,Apparel,30599.18,2024-10-11,East,Wallet
2644,C1071,Toys,35445.15,2024-10-05,South,Wallet
2645,C1318,Home & Kitchen,10688.07,2024-11-16,East,UPI
2646,C2834,Apparel,32391.88,2024-09-01,Central,Net Banking
2647,C0018,Electronics,33699.78,2024-10-23,Central,Wallet
2648,C2881,Books,38169.77,2024-11-08,North,Wallet
2649,C2668,Electronics,27023.74,2024-11-25,West,Wallet
2650,C0506,Home & Kitchen,48606.54,2024-10-19,Central,Debit Card
2651,C1585,Apparel,41988.46,2024-11-29,North,UPI
2652,C1896,Home & Kitchen,46824.14,2024-10-27,North,Credit Card
2653,C0082,Toys,14199.5,2024-11-30,East,Credit Card
2654,C0369,Toys,30748.45,2024-10-09,South,Credit Card
2655,C2023,Home & Kitchen,2031.44,2024-11-03,Central,Credit Card
2656,C0030,Apparel,49215.32,2024-11-21,West,UPI
2657,C1137,Beauty,25115.22,2024-09-22,Central,Credit Card
2658,C2703,Sports,28371.21,2024-11-27,Central,COD
2659,C0719,Electronics,29489.6,2024-09-09,South,Debit Card
2660,C2335,Toys,11551.67,2024-11-06,East,Credit Card
2661,C2778,Electronics,49598.18,2024-11-28,Central,COD
2662,C1036,Sports,28092.78,2024-10-29,North,Net Banking
2663,C2626,Sports,47164.1,2024-09-07,East,Net Banking
2664,C1667,Home & Kitchen,6260.54,2024-11-06,West,Net Banking
2665,C1481,Beauty,37998.28,2024-09-29,North,Debit Card
2666,C1721,Beauty,22552.3,2024-09-01,West,Credit Card
2667,C1371,Electronics,44027.9,2024-09-04,South,Wallet
2668,C1736,Electronics,45865.36,2024-09-26,South,Debit Card
2669,C1274,Electronics,31373.54,2024-09-13,North,Net Banking
2670,C1770,Toys,1395.37,2024-11-20,East,Debit Card
2671,C1013,Electronics,23783.11,2024-10-14,North,Debit Card
2672,C2129,Toys,11988.83,2024-09-10,Central,COD
2673,C1797,Toys,4963.4,2024-10-28,Central,UPI
2674,C0351,Electronics,45851.38,2024-10-19,East,Wallet
2675,C0267,Toys,6550.28,2024-10-27,North,Debit Card
2676,C2502,Sports,21704.58,2024-09-14,North,COD
2677,C0214,Home & Kitchen,42525.48,2024-10-22,North,COD
2678,C1684,Apparel,43255.22,2024-11-24,Central,UPI
2679,C1858,Books,23316.61,2024-10-25,Central,COD
2680,C0415,Home & Kitchen,32614.89,2024-11-26,North,Net Banking
2681,C2119,Home & Kitchen,29472.11,2024-09-14,North,UPI
2682,C2438,Sports,3562.71,2024-09-25,Central,Credit Card
2683,C2611,Beauty,12962.05,2024-10-24,West,Wallet
2684,C2544,Books,9457.99,2024-09-18,North,UPI
2685,C0523,Home & Kitchen,29308.21,2024-11-05,East,Debit Card
2686,C2391,Beauty,38818.68,2024-09-19,West,Debit Card
2687,C2472,Home & Kitchen,14693.98,2024-09-02,Central,COD
2688,C2694,Sports,7400.1,2024-10-01,Central,COD
2689,C0224,Books,17321.04,2024-09-26,South,UPI
2690,C1399,Apparel,33458.43,2024-11-28,West,COD
2691,C2837,Home & Kitchen,42629.03,2024-11-12,East,COD
2692,C1228,Books,16564.23,2024-09-14,West,UPI
2693,C2032,Apparel,46012.69,2024-11-21,South,Wallet
2694,C0944,Books,31270.22,2024-10-01,West,Wallet
2695,C1358,Toys,37055.05,2024-09-27,West,Credit Card
2696,C0028,Home & Kitchen,691.63,2024-10-16,North,COD
2697,C0472,Apparel,14669.7,2024-09-25,Central,Debit Card
2698,C0180,Electronics,10115.32,2024-10-07,South,Credit Card
2699,C1074,Sports,8878.37,2024-11-10,South,Credit Card
2700,C0803,Electronics,8967.66,2024-10-04,North,UPI
2701,C2775,Apparel,19069.35,2024-09-15,East,Credit Card
2702,C1250,Books,12158.47,2024-10-18,South,COD
2703,C2553,Books,43942.71,2024-09-09,North,Credit Card
2704,C0536,Toys,9643.13,2024-11-08,West,Wallet
2705,C1533,Home & Kitchen,30056.55,2024-11-21,South,UPI
2706,C2524,Beauty,9616.29,2024-11-08,East,Credit Card
2707,C1343,Apparel,2851.3,2024-10-06,South,COD
2708,C2393,Books,10619.03,2024-09-11,West,Wallet
2709,C2519,Electronics,8537.19,2024-10-20,Central,Debit Card
2710,C2043,Beauty,23319.51,2024-10-12,East,COD
2711,C2845,Books,35838.36,2024-11-03,West,Debit Card
2712,C2381,Books,31976.66,2024-11-14,North,Credit Card
2713,C0900,Apparel,22712.59,2024-10-01,West,Credit Card
2714,C1254,Books,44456.7,2024-11-13,South,Debit Card
2715,C1043,Beauty,4419.99,2024-09-11,East,Net Banking
2716,C2126,Home & Kitchen,11661.84,2024-09-06,West,COD
2717,C2545,Home & Kitchen,21418.9,2024-10-30,West,Net Banking
2718,C1506,Toys,24976.64,2024-10-05,West,UPI
2719,C0736,Books,11841.76,2024-11-22,North,Debit Card
2720,C0338,Home & Kitchen,42160.65,2024-11-05,Central,Wallet
2721,C0321,Toys,13964.96,2024-09-30,North,UPI
2722,C0293,Home & Kitchen,2105.41,2024-09-26,East,Credit Card
2723,C2766,Home & Kitchen,12650.18,2024-11-27,East,Credit Card
2724,C2891,Beauty,49899.19,2024-11-09,East,UPI
2725,C1227,Home & Kitchen,41149.98,2024-10-22,West,COD
2726,C2685,Electronics,23704.8,2024-11-05,South,Net Banking
2727,C0933,Apparel,36221.13,2024-09-27,West,Credit Card
2728,C2113,Beauty,39340.54,2024-10-30,West,Debit Card
2729,C0352,Home & Kitchen,42319.92,2024-10-25,West,Credit Card
2730,C1797,Books,42675.62,2024-09-04,East,Credit Card
2731,C2366,Toys,6590.61,2024-09-02,West,Wallet
2732,C1453,Home & Kitchen,11428.43,2024-10-25,West,Wallet
2733,C2203,Home & Kitchen,16437.76,2024-09-03,Central,UPI
2734,C0570,Apparel,48865.72,2024-10-13,Central,Wallet
2735,C2470,Beauty,28778.16,2024-10-21,West,Credit Card
2736,C1601,Electronics,26816.63,2024-09-25,West,UPI
2737,C1347,Beauty,48103.52,2024-11-21,East,UPI
2738,C0703,Electronics,33808.3,2024-09-23,North,Wallet
2739,C2472,Books,1535.56,2024-09-26,North,Net Banking
2740,C1163,Apparel,11804.36,2024-11-24,Central,UPI
2741,C1863,Electronics,18557.88,2024-09-02,South,Debit Card
2742,C1683,Books,8019.37,2024-09-15,South,COD
2743,C1714,Books,37207.51,2024-10-20,South,Credit Card
2744,C0843,Home & Kitchen,21722.59,2024-11-30,West,Credit Card
2745,C2473,Beauty,46968.88,2024-11-15,South,COD
2746,C2936,Sports,23055.03,2024-09-26,North,Credit Card
2747,C1826,Electronics,41263.21,2024-11-17,South,COD
2748,C1348,Beauty,43985.12,2024-10-29,West,COD
2749,C0161,Sports,4735.91,2024-11-22,West,Debit Card
2750,C2869,Toys,35639.07,2024-10-09,West,COD
2751,C0718,Books,12605.91,2024-11-19,West,Net Banking
2752,C1576,Sports,9334.53,2024-11-12,North,Net Banking
2753,C2862,Electronics,12135.82,2024-09-21,East,Wallet
2754,C2203,Home & Kitchen,33398.52,2024-09-09,South,Net Banking
2755,C1685,Toys,27729.63,2024-10-18,North,UPI
2756,C2067,Toys,39018.63,2024-10-23,West,Credit Card
2757,C1036,Apparel,25401.02,2024-10-30,North,UPI
2758,C2617,Sports,33844.98,2024-10-30,West,Debit Card
2759,C1636,Toys,9880.3,2024-09-05,North,Debit Card
2760,C0470,Sports,45872.42,2024-10-12,West,Net Banking
2761,C1890,Electronics,4309.92,2024-11-24,South,Wallet
2762,C1793,Apparel,23644.23,2024-10-06,South,Credit Card
2763,C0074,Beauty,5204.65,2024-10-08,North,COD
2764,C1601,Apparel,4062.75,2024-09-02,East,Credit Card
2765,C1805,Home & Kitchen,9060.42,2024-09-05,Central,Credit Card
2766,C1811,Sports,2577.25,2024-11-21,Central,Wallet
2767,C2714,Sports,33069.01,2024-09-14,West,Wallet
2768,C1263,Books,2809.28,2024-09-01,North,Net Banking
2769,C0827,Apparel,18856.31,2024-10-01,South,UPI
2770,C0066,Books,1590.62,2024-09-02,East,Credit Card
2771,C2786,Sports,3344.94,2024-09-13,South,Wallet
2772,C0685,Electronics,20899.86,2024-09-14,East,Debit Card
2773,C2303,Sports,9638.47,2024-09-27,Central,Net Banking
2774,C1753,Electronics,11772.93,2024-09-14,East,Debit Card
2775,C0712,Electronics,20225.55,2024-10-11,North,Net Banking
2776,C0872,Books,11159.79,2024-11-24,East,Wallet
2777,C2556,Home & Kitchen,2387.16,2024-09-28,West,Debit Card
2778,C2453,Books,49157.5,2024-09-14,Central,COD
2779,C0703,Home & Kitchen,47958.93,2024-11-16,East,Wallet
2780,C2853,Books,33958.45,2024-11-28,South,Debit Card
2781,C0719,Sports,38132.47,2024-11-28,East,Wallet
2782,C1975,Electronics,16887.24,2024-11-17,Central,Net Banking
2783,C1567,Beauty,32100.48,2024-09-30,Central,COD
2784,C2887,Electronics,11782.77,2024-11-18,North,Debit Card
2785,C0969,Sports,21538.19,2024-10-02,Central,UPI
2786,C0246,Apparel,18850.28,2024-10-08,South,Credit Card
2787,C1540,Apparel,32172.54,2024-10-01,Central,Net Banking
2788,C1347,Apparel,14049.7,2024-11-22,North,COD
2789,C1700,Sports,40671.98,2024-09-04,South,Wallet
2790,C1357,Home & Kitchen,12263,2024-11-09,North,Wallet
2791,C1018,Toys,34429.02,2024-09-29,Central,Net Banking
2792,C2136,Home & Kitchen,9339.56,2024-11-20,North,UPI
2793,C2014,Electronics,47691.33,2024-09-07,South,Credit Card
2794,C0515,Electronics,8848.06,2024-11-10,South,Credit Card
2795,C2079,Electronics,21425.74,2024-10-30,East,Credit Card
2796,C2956,Apparel,12396.26,2024-09-23,Central,Credit Card
2797,C1242,Home & Kitchen,28904.81,2024-11-21,South,Debit Card
2798,C1971,Electronics,47559.46,2024-10-17,West,Net Banking
2799,C0688,Books,22179.53,2024-11-04,Central,Wallet
2800,C1776,Toys,7961.75,2024-11-01,North,Net Banking
2801,C1751,Toys,4344,2024-10-09,Central,COD
2802,C0626,Beauty,36386.08,2024-10-03,West,Net Banking
2803,C1253,Books,14303.64,2024-11-11,Central,Net Banking
2804,C0295,Home & Kitchen,7004.49,2024-10-31,South,Credit Card
2805,C0777,Electronics,838.15,2024-11-04,East,Net Banking
2806,C1658,Books,47025.19,2024-10-18,West,Net Banking
2807,C1261,Sports,49377.6,2024-09-10,West,UPI
2808,C0510,Books,46619.05,2024-09-21,South,Net Banking
2809,C1046,Toys,45670.68,2024-10-15,Central,Wallet
2810,C2002,Sports,34485.77,2024-11-29,North,Wallet
2811,C1579,Books,36835.08,2024-10-02,West,UPI
2812,C1481,Sports,35385.64,2024-09-04,South,Debit Card
2813,C2480,Books,47223.41,2024-09-19,East,Credit Card
2814,C2467,Beauty,47597.56,2024-09-21,North,UPI
2815,C0379,Sports,35637.15,2024-10-20,West,Wallet
2816,C2401,Electronics,26022.14,2024-09-25,West,Credit Card
2817,C1749,Home & Kitchen,34652.47,2024-11-04,Central,Wallet
2818,C1568,Beauty,15536.35,2024-10-23,North,UPI
2819,C2606,Beauty,38878.22,2024-10-15,South,Debit Card
2820,C0859,Sports,20017.92,2024-10-10,North,Credit Card
2821,C2015,Electronics,5023.16,2024-11-29,West,COD
2822,C1708,Sports,14558.35,2024-10-26,South,Credit Card
2823,C1535,Apparel,35260.55,2024-09-26,West,Credit Card
2824,C2059,Electronics,22641.91,2024-09-28,South,Credit Card
2825,C0242,Sports,9298.92,2024-09-25,East,Net Banking
2826,C1806,Sports,45664.98,2024-09-14,South,UPI
2827,C1201,Electronics,19009.88,2024-10-06,North,Debit Card
2828,C0122,Beauty,11891.05,2024-11-02,North,UPI
2829,C0251,Home & Kitchen,37638.58,2024-09-01,Central,UPI
2830,C0397,Apparel,26211.26,2024-09-01,West,COD
2831,C2131,Toys,13437.62,2024-11-02,West,Debit Card
2832,C2476,Books,16959.2,2024-11-27,East,Debit Card
2833,C0982,Home & Kitchen,33319.9,2024-10-19,Central,UPI
2834,C1459,Toys,16645.71,2024-09-13,North,Net Banking
2835,C2861,Books,36314.97,2024-09-18,North,COD
2836,C0504,Toys,26624.34,2024-11-29,South,Debit Card
2837,C1852,Beauty,34371.01,2024-10-31,Central,Net Banking
2838,C2705,Apparel,354.83,2024-11-21,East,UPI
2839,C2596,Home & Kitchen,43696.04,2024-10-12,West,Credit Card
2840,C2486,Books,20127.23,2024-11-18,North,Debit Card
2841,C1753,Books,49345.2,2024-11-29,North,Wallet
2842,C1577,Home & Kitchen,30436.26,2024-09-19,Central,COD
2843,C2936,Beauty,1779.94,2024-11-03,North,Debit Card
2844,C2757,Beauty,49362.54,2024-10-30,South,Net Banking
2845,C0474,Books,33198.58,2024-10-01,South,Credit Card
2846,C0699,Toys,47220.65,2024-11-29,North,UPI
2847,C1782,Sports,1654.24,2024-10-12,West,Debit Card
2848,C0903,Sports,13028.9,2024-10-31,North,Wallet
2849,C0557,Beauty,31749.7,2024-11-02,North,Wallet
2850,C1364,Toys,11344.55,2024-11-13,Central,UPI
2851,C2638,Home & Kitchen,18974.11,2024-10-19,Central,Net Banking
2852,C0956,Apparel,13101.88,2024-10-08,North,UPI
2853,C0366,Home & Kitchen,37079.94,2024-09-25,North,COD
2854,C1507,Apparel,42694.85,2024-10-19,Central,Wallet
2855,C0007,Home & Kitchen,3280.87,2024-11-08,South,Net Banking
2856,C1736,Home & Kitchen,38608.79,2024-11-26,South,COD
2857,C2719,Beauty,29619.64,2024-09-14,West,UPI
2858,C2205,Toys,23137.02,2024-09-19,East,Credit Card
2859,C2048,Sports,22897.07,2024-11-16,East,Credit Card
2860,C2726,Toys,40103.33,2024-11-29,North,COD
2861,C1312,Home & Kitchen,25217.42,2024-11-28,North,Debit Card
2862,C2894,Beauty,24017.48,2024-09-28,West,Debit Card
2863,C2885,Books,3127.87,2024-10-13,South,Wallet
2864,C0863,Toys,36685.37,2024-09-29,North,Credit Card
2865,C1997,Sports,19711.03,2024-11-24,South,UPI
2866,C2245,Books,17002.03,2024-11-26,West,Debit Card
2867,C1604,Books,3775.8,2024-10-07,East,Wallet
2868,C0800,Sports,42840.36,2024-10-21,North,Credit Card
2869,C1325,Toys,39604.62,2024-09-07,East,Net Banking
2870,C2682,Apparel,28941.44,2024-10-27,West,Debit Card
2871,C0594,Apparel,11062.2,2024-09-26,North,Debit Card
2872,C2974,Toys,28867.97,2024-11-26,South,Net Banking
2873,C1750,Sports,42113.67,2024-09-08,North,Debit Card
2874,C1941,Apparel,47263.15,2024-09-16,Central,Wallet
2875,C1387,Beauty,21803.31,2024-09-20,West,Credit Card
2876,C0140,Electronics,12193.6,2024-11-02,East,Wallet
2877,C2442,Apparel,32708.29,2024-10-19,North,Net Banking
2878,C2664,Books,13904.76,2024-11-23,West,Debit Card
2879,C0048,Electronics,6007.06,2024-09-16,West,Wallet
2880,C2740,Beauty,11400.76,2024-11-15,Central,COD
2881,C1965,Home & Kitchen,34746.55,2024-09-13,Central,Credit Card
2882,C1573,Books,49996.72,2024-11-29,West,Debit Card
2883,C2341,Apparel,5151.17,2024-09-09,Central,Credit Card
2884,C1661,Toys,35095.95,2024-10-21,Central,COD
2885,C2172,Books,3382.8,2024-11-14,Central,Wallet
2886,C2670,Electronics,37723.71,2024-09-27,North,Credit Card
2887,C2454,Sports,9159.89,2024-11-11,West,Debit Card
2888,C0504,Electronics,6614.04,2024-09-27,South,UPI
2889,C2304,Home & Kitchen,42601.22,2024-09-05,North,UPI
2890,C2074,Home & Kitchen,18304.27,2024-11-09,South,Net Banking
2891,C2696,Electronics,12566.19,2024-09-06,Central,Debit Card
2892,C2700,Beauty,22356.03,2024-11-13,West,Wallet
2893,C1282,Beauty,45556,2024-10-16,Central,COD
2894,C2092,Apparel,34457.93,2024-11-24,North,Credit Card
2895,C0151,Apparel,7254.03,2024-09-28,South,COD
2896,C2262,Apparel,29669.8,2024-10-06,South,Wallet
2897,C2549,Books,3902.11,2024-10-03,East,Net Banking
2898,C2662,Apparel,20121.96,2024-09-11,East,Wallet
2899,C1743,Sports,7332.55,2024-09-27,North,Wallet
2900,C1104,Sports,34899.79,2024-09-25,East,COD
2901,C2693,Sports,41060.31,2024-11-17,South,Net Banking
2902,C0629,Home & Kitchen,49622.96,2024-10-26,West,UPI
2903,C2473,Apparel,4059.72,2024-09-16,Central,UPI
2904,C2802,Beauty,20456.71,2024-10-13,North,Debit Card
2905,C1367,Toys,13807,2024-09-29,East,UPI
2906,C0402,Books,48977.36,2024-09-29,West,UPI
2907,C0506,Apparel,26417.49,2024-10-10,Central,Net Banking
2908,C0392,Beauty,17574.23,2024-11-13,East,COD
2909,C1111,Beauty,5132.49,2024-09-07,South,Debit Card
2910,C1596,Apparel,17388.61,2024-11-26,Central,COD
2911,C2436,Toys,20251.03,2024-11-15,South,Debit Card
2912,C0039,Sports,25774.56,2024-09-20,South,Credit Card
2913,C1552,Beauty,36823.03,2024-09-07,East,Wallet
2914,C1021,Sports,30512.41,2024-11-30,West,Credit Card
2915,C1798,Home & Kitchen,39962.75,2024-11-04,East,Debit Card
2916,C1753,Beauty,47094.52,2024-09-30,East,Wallet
2917,C0357,Home & Kitchen,20443.44,2024-10-11,North,Wallet
2918,C0326,Electronics,36550.66,2024-09-12,South,COD
2919,C0236,Electronics,37220.79,2024-11-10,West,UPI
2920,C1737,Sports,25531.38,2024-09-18,West,Net Banking
2921,C2110,Sports,49897.13,2024-11-08,North,Net Banking
2922,C0057,Beauty,9670.16,2024-09-01,West,Wallet
2923,C2189,Sports,17383.02,2024-11-24,Central,Wallet
2924,C2496,Electronics,30446.2,2024-09-22,Central,Credit Card
2925,C0717,Electronics,18478.14,2024-09-18,Central,Debit Card
2926,C0209,Books,24875.29,2024-09-22,East,UPI
2927,C1385,Sports,12637.31,2024-11-09,North,Debit Card
2928,C1226,Books,14817.54,2024-09-28,North,Wallet
2929,C2586,Beauty,19801.35,2024-10-10,Central,UPI
2930,C1897,Beauty,42446.92,2024-09-08,East,UPI
2931,C2522,Books,16560.88,2024-10-16,North,UPI
2932,C1433,Sports,9469.65,2024-10-16,North,UPI
2933,C1765,Books,10036.71,2024-11-07,Central,Credit Card
2934,C1683,Electronics,45671.83,2024-09-01,South,Wallet
2935,C1025,Apparel,23639.79,2024-10-18,East,Debit Card
2936,C1755,Apparel,26913.08,2024-10-05,North,Net Banking
2937,C2689,Toys,22078.96,2024-09-18,East,Wallet
2938,C1778,Electronics,18088.99,2024-11-30,South,UPI
2939,C0777,Home & Kitchen,2203.76,2024-10-21,West,Wallet
2940,C1357,Electronics,8182.56,2024-09-26,West,Wallet
2941,C1089,Electronics,21169.55,2024-11-10,West,Wallet
2942,C2926,Apparel,16378.41,2024-10-22,Central,Wallet
